START | Pos: [7.98935, 0.19575, -12.55098] | Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [7.9894, 0.1957, -12.3010], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.9894, 0.1957, -12.3010], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.9894, 0.1957, -12.3010], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.9894, 0.1957, -12.3010], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.9894, 0.1957, -12.3010], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.9894, 0.1957, -12.3010], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [8.1144, 0.1957, -12.5175], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [8.0228, 0.1957, -12.6090], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [8.2394, 0.1957, -12.7340], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.9894, 0.1957, -12.7340], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.7728, 0.1957, -12.6090], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.6478, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.6478, 0.1957, -12.8255], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.6478, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.6478, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.6143, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [8.1143, 0.1957, -12.9505], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [8.1143, 0.1957, -12.7005], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [8.1143, 0.1957, -12.7005], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [8.1143, 0.1957, -12.7005], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [8.1143, 0.1957, -12.7005], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.8643, 0.1957, -12.7005], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.8643, 0.1957, -12.7005], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.8643, 0.1957, -12.7005], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.8643, 0.1957, -12.7005], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.8643, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.7393, 0.1957, -13.1670], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.5228, 0.1957, -13.2920], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.5228, 0.1957, -13.2920], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.5228, 0.1957, -13.2920], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.5228, 0.1957, -13.2920], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.6478, 0.1957, -13.5085], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [7.4313, 0.1957, -13.3835], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.4313, 0.1957, -13.3835], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.4313, 0.1957, -13.3835], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.4313, 0.1957, -13.3835], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.4313, 0.1957, -13.3835], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
