START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [21.0434, 0.0724, -8.2985], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [21.2599, 0.0724, -8.4235], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [21.4764, 0.0724, -8.5485], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [21.6929, 0.0724, -8.6735], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [21.9094, 0.0724, -8.7985], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.1259, 0.0724, -8.9235], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.3424, 0.0724, -9.0485], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.5589, 0.0724, -9.1735], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.7754, 0.0724, -9.2986], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.9296, 0.0724, -9.4292], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [23.0573, 0.0724, -9.6431], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [23.2738, 0.0724, -9.7681], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [23.4903, 0.0724, -9.8931], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [23.7068, 0.0869, -10.0181], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [23.9233, 0.0724, -10.1431], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [24.1398, 0.0724, -10.2681], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [24.3563, 0.0724, -10.3931], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [24.5728, 0.0724, -10.5181], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [24.7893, 0.0724, -10.6431], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [25.0058, 0.0724, -10.7681], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [25.2223, 0.0724, -10.8932], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [25.4388, 0.0724, -11.0182], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [25.6553, 0.0724, -11.1432], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [25.8718, 0.0724, -11.2682], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [26.0883, 0.0724, -11.3932], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [26.3048, 0.0724, -11.5182], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [26.5213, 0.0724, -11.6432], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [26.7378, 0.0724, -11.7682], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [26.9543, 0.0724, -11.8932], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.1708, 0.0724, -12.0183], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.3873, 0.0724, -12.1433], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.6038, 0.0724, -12.2683], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.8203, 0.0724, -12.3933], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.0368, 0.0724, -12.5183], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.2533, 0.0724, -12.6433], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.4698, 0.0724, -12.7683], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.6863, 0.0724, -12.8933], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.9028, 0.0724, -12.9740], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [29.1193, 0.0724, -12.9740], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [29.2382, 0.0724, -12.9740], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [29.2382, 0.0724, -12.9740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.2588, 0.0724, -12.9052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.2795, 0.0724, -12.8364], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3001, 0.0724, -12.7676], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3208, 0.0724, -12.6988], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3414, 0.0724, -12.6300], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3620, 0.0724, -12.5612], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3827, 0.0724, -12.4924], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.3882, 0.0724, -12.4740], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
