START | Pos: [16.63148, 0.19811, -11.30976] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [16.6315, 0.1981, -11.3098], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [12.2098, 0.1981, -14.3163], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [12.2098, 0.1981, -14.3163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.9933, 0.1981, -14.4413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.7768, 0.1981, -14.5663], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.5603, 0.1981, -14.6913], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.3438, 0.1981, -14.8163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [11.1273, 0.1981, -14.9413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.9108, 0.1981, -15.0663], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.6943, 0.1981, -15.1913], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.4778, 0.1981, -15.3163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.2613, 0.1981, -15.4413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.0448, 0.1981, -15.5663], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.8283, 0.1981, -15.6913], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.6118, 0.1981, -15.8163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.3953, 0.1981, -15.9413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.1788, 0.1981, -16.0663], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.9623, 0.1981, -16.1913], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.7457, 0.1981, -16.3163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.5292, 0.1981, -16.4413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [8.5292, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.2792, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.0292, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7792, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.5292, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.2792, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.0292, 0.1981, -16.4413], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.0292, 0.1981, -16.4413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.8127, 0.1981, -16.5663], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.5962, 0.1981, -16.6913], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.3797, 0.1981, -16.8163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.1632, 0.1981, -16.9413], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.9467, 0.1981, -17.0663], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [5.9467, 0.1981, -17.0663], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [5.8217, 0.1981, -17.2828], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [5.6967, 0.1981, -17.4994], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [5.6967, 0.1981, -17.4994], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.4802, 0.1981, -17.6244], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [5.4802, 0.1981, -17.6244], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [5.3552, 0.1981, -17.8409], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [5.2302, 0.1981, -18.0574], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [5.1052, 0.1981, -18.2739], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [4.9802, 0.1981, -18.4904], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [4.8552, 0.1981, -18.7069], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [4.7302, 0.1981, -18.9234], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
stop, Pos: [4.7302, 0.1981, -18.9234], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
