START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.7150, -2.8791, -0.0395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [3.9870, -2.8994, -2.5059], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [3.9870, -2.8994, -2.5059], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.2370, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.4870, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.7370, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.9870, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.2370, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.4870, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.7370, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.9870, -2.8791, -2.5060], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [5.9870, -2.8791, -2.5060], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [6.2035, -2.8791, -2.3811], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [6.4200, -2.8791, -2.2561], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [6.6365, -2.8791, -2.1311], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [6.8530, -2.8791, -2.0061], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.0696, -2.8791, -1.8811], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.2861, -2.8791, -1.7561], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.5026, -2.8791, -1.6311], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.7191, -2.8791, -1.5061], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.9356, -2.8791, -1.3811], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.1521, -2.8791, -1.2562], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.3686, -2.8791, -1.1312], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [8.3686, -2.8791, -1.1312], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [8.4936, -2.8791, -0.9147], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [8.6187, -2.8791, -0.6982], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [8.7437, -2.8791, -0.4817], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [8.8687, -2.8791, -0.2652], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [8.9937, -2.8791, -0.0487], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.1187, -2.8791, 0.1678], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.2437, -2.8791, 0.3843], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.3687, -2.8791, 0.6008], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.4937, -2.8791, 0.8173], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.6187, -2.8791, 1.0338], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.7437, -2.8791, 1.2503], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.8688, -2.8791, 1.4668], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [9.9938, -2.8791, 1.6833], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.1188, -2.8791, 1.8998], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.2438, -2.8791, 2.1163], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.3688, -2.8791, 2.3328], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.4938, -2.8791, 2.5493], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.6188, -2.8791, 2.7658], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.7438, -2.8791, 2.9823], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.8688, -2.8791, 3.1988], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [10.9939, -2.8791, 3.4153], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [11.1189, -2.8791, 3.6318], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [11.2439, -2.8791, 3.8483], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [11.3689, -2.8791, 4.0648], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [11.3689, -2.8791, 4.0648], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [11.3689, -2.8791, 4.0648], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [11.2439, -2.8791, 4.2814], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [11.1189, -2.8791, 4.4979], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [11.0651, -2.8791, 4.7065], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [10.9580, -2.8791, 4.9588], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [10.9534, -2.8791, 5.0790], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [11.0102, -2.8791, 5.1500], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [11.0102, -2.8791, 5.1500], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [10.9867, -2.8791, 5.1206], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [10.9632, -2.8791, 5.0912], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [10.9632, -2.8791, 5.0912], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [10.9632, -2.8791, 5.0912], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [10.9632, -2.8791, 5.0912], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.8958, -2.8791, 4.9899], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [10.8860, -2.8791, 4.9947], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [11.1025, -2.8791, 4.8697], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [11.1025, -2.8791, 4.8697], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [11.2275, -2.8791, 4.6532], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [11.3525, -2.8791, 4.4367], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [11.4775, -2.8791, 4.2202], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [11.4775, -2.8791, 4.2202], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.4775, -2.8791, 3.9702], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.4775, -2.8791, 3.7202], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [11.4775, -2.8791, 3.7202], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.3525, -2.8791, 3.5037], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.2275, -2.8791, 3.2872], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.1024, -2.8791, 3.0707], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.9774, -2.8791, 2.8542], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.8524, -2.8791, 2.6377], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.7274, -2.8791, 2.4212], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.6024, -2.8791, 2.2047], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.4774, -2.8791, 1.9882], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.3524, -2.8791, 1.7717], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.2274, -2.8791, 1.5552], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.1024, -2.8791, 1.3387], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.9774, -2.8791, 1.1222], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [9.9774, -2.8791, 1.1222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, 0.8722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, 0.6222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, 0.3722], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, 0.1222], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, -0.1278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, -0.3778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, -0.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9773, -2.8791, -0.8778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -1.1278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -1.3778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -1.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -1.8778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -2.1278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -2.3778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -2.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9772, -2.8791, -2.8778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -3.1278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -3.3778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -3.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -3.8778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -4.1278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -4.3778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -4.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9771, -2.8791, -4.8778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9770, -2.8791, -5.1278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9770, -2.8791, -5.3778], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.9770, -2.8791, -5.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
stop, Pos: [9.9770, -2.8791, -5.6278], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
