START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [16.0206, 0.1016, -4.7688], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [14.5052, 0.1016, -3.3937], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -3.1437], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -2.8937], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -2.6437], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -2.3937], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -2.1437], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -1.8937], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.5052, 0.1016, -1.6437], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [14.5052, 0.1016, -1.6437], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [14.6302, 0.1016, -1.4272], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [14.6302, 0.1016, -1.4272], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.6303, 0.1016, -1.1772], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [14.6303, 0.1016, -1.1772], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [14.7553, 0.1016, -0.9607], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [14.7553, 0.1016, -0.9607], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.7553, 0.1016, -0.7107], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [14.7553, 0.1016, -0.7107], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [14.8803, 0.1016, -0.4942], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [14.8803, 0.1016, -0.4942], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [14.8803, 0.1016, -0.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8803, 0.1016, -0.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8803, 0.1016, -0.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8803, 0.1016, -0.9942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8803, 0.1016, -1.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -1.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -1.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -1.9942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -2.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -2.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -2.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -2.9942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8802, 0.1016, -3.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -3.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -3.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -3.9942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -4.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -4.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -4.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -4.9942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8801, 0.1016, -5.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8800, 0.1016, -5.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8800, 0.1016, -5.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8800, 0.1016, -5.9942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8800, 0.1016, -6.2442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8800, 0.1016, -6.4942], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [14.8800, 0.1016, -6.7442], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [14.8800, 0.1016, -6.7442], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [14.7550, 0.1016, -6.9607], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [14.6300, 0.1016, -7.1772], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [14.6300, 0.1016, -7.1772], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [14.6300, 0.1016, -7.1772], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [14.6300, 0.1016, -7.1772], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [14.8465, 0.1016, -7.3022], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [15.0630, 0.1016, -7.4272], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [15.0630, 0.1016, -7.4272], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [15.1407, 0.1016, -7.5965], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [15.0950, 0.1016, -7.6422], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [15.0950, 0.1016, -7.6422], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [15.0950, 0.1016, -7.6422], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [15.0950, 0.1016, -7.6422], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [15.0950, 0.1016, -7.6422], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [15.2014, 0.1016, -7.4481], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [15.2014, 0.1016, -7.4481], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [15.0784, 0.1016, -7.3456], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -7.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -6.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -6.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -6.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -6.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -5.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9555, 0.1016, -5.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -5.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -5.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -4.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -4.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -4.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -4.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -3.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9556, 0.1016, -3.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -3.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -3.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -2.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -2.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -2.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -2.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -1.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9557, 0.1016, -1.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9558, 0.1016, -1.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9558, 0.1016, -1.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9558, 0.1016, -0.9932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9558, 0.1016, -0.7432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9558, 0.1016, -0.4932], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9558, 0.1016, -0.2432], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [14.9379, 0.1016, -0.2079], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [14.9379, 0.1016, -0.2079], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [14.9379, 0.1016, -0.2079], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [14.9379, 0.1016, -0.2079], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [14.9379, 0.1016, -0.2079], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [14.9379, 0.1016, -0.2079], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.8129, 0.1016, -0.4244], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.6879, 0.1016, -0.6409], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.5629, 0.1016, -0.8574], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.4379, 0.1016, -1.0739], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.3129, 0.1016, -1.2904], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.1879, 0.1016, -1.5069], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [14.0629, 0.1016, -1.7234], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.9379, 0.1016, -1.9399], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.8128, 0.1016, -2.1564], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.6878, 0.1016, -2.3729], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.5628, 0.1016, -2.5894], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.4378, 0.1016, -2.8059], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.3128, 0.1016, -3.0224], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.1878, 0.1016, -3.2389], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [13.0628, 0.1016, -3.4554], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [12.9378, 0.1016, -3.6719], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [12.8128, 0.1016, -3.8884], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [12.6878, 0.1016, -4.1049], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [12.6878, 0.1016, -4.1049], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [12.6878, 0.1016, -4.1049], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [12.6878, 0.1016, -4.1049], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [12.6878, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [12.9378, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.1878, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.4378, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.6878, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.9378, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.1878, 0.1016, -4.1049], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.4378, 0.1016, -4.1050], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.6878, 0.1016, -4.1050], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [14.9378, 0.1016, -4.1050], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.1878, 0.1016, -4.1050], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.4378, 0.1016, -4.1050], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.6878, 0.1016, -4.1050], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [15.6878, 0.1016, -4.1050], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.9043, 0.1016, -4.2300], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.1208, 0.1016, -4.3550], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.3373, 0.1016, -4.4800], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.5538, 0.1016, -4.6051], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.7703, 0.1016, -4.7301], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [16.9867, 0.1016, -4.8551], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.2032, 0.1016, -4.9801], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.4197, 0.1016, -5.1051], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.6362, 0.1016, -5.2301], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.8527, 0.1016, -5.3551], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.0692, 0.1016, -5.4801], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.2857, 0.1016, -5.6051], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [18.2857, 0.1016, -5.6051], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.5357, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.7857, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.0357, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2857, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.5357, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.7857, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.0357, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.2857, 0.1016, -5.6052], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.5357, 0.1016, -5.6053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.7857, 0.1016, -5.6053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.0357, 0.1016, -5.6053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.2857, 0.1016, -5.6053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.5357, 0.1016, -5.6053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.7857, 0.1016, -5.6053], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [21.7857, 0.1016, -5.6053], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.0022, 0.1016, -5.7303], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [22.2187, 0.1016, -5.8553], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [22.2187, 0.1016, -5.8553], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.4687, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.7187, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.9687, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.2187, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.4687, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.7187, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.9687, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.2187, 0.1016, -5.8554], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.4687, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.7187, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.9687, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.2187, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.4687, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.7187, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.9687, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.2187, 0.1016, -5.8555], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.4687, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.7187, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.9687, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.2187, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.4687, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.7187, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.9687, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.2187, 0.1016, -5.8556], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.4687, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.7187, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.9687, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.2187, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.4687, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.7187, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [29.9687, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [30.2187, 0.1016, -5.8557], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [30.2187, 0.1016, -5.8557], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [30.2187, 0.1016, -5.8557], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.3438, 0.1016, -5.6392], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.4688, 0.1016, -5.4227], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.5938, 0.1016, -5.2062], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [30.5938, 0.1016, -5.2062], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [30.8103, 0.1016, -5.0812], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [30.8103, 0.1016, -5.0812], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [30.9353, 0.1016, -4.8647], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.0603, 0.1016, -4.6482], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.1853, 0.1016, -4.4317], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.3103, 0.1016, -4.2152], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.4353, 0.1016, -3.9987], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.5604, 0.1016, -3.7822], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.6854, 0.1016, -3.5657], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.8104, 0.1016, -3.3492], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [31.9354, 0.1016, -3.1327], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.0604, 0.1016, -2.9162], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.1854, 0.1016, -2.6997], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.3104, 0.1016, -2.4832], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.4354, 0.1016, -2.2667], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.5605, 0.1016, -2.0502], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.6855, 0.1016, -1.8337], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.8105, 0.1016, -1.6172], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [32.9355, 0.1016, -1.4007], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.0605, 0.1016, -1.1842], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.1855, 0.1016, -0.9677], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.3105, 0.1016, -0.7512], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.4355, 0.1016, -0.5347], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.5605, 0.1016, -0.3182], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.6856, 0.1016, -0.1017], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.8106, 0.1016, 0.1148], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [33.9356, 0.1016, 0.3313], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.0606, 0.1016, 0.5478], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
