START | Pos: [-0.7925, 0.1626, 1.5652] | Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-0.7925, 0.1626, 1.5652], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.2997, 0.1626, 2.0244], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2866, 0.1626, 2.0238], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2735, 0.1626, 2.0231], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2603, 0.1626, 2.0224], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2472, 0.1626, 2.0217], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2341, 0.1626, 2.0210], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2209, 0.1626, 2.0203], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.2078, 0.1626, 2.0196], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.1947, 0.1626, 2.0189], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.1815, 0.1626, 2.0182], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [2.1684, 0.1626, 2.0175], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [2.1684, 0.1626, 2.0175], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.1684, 0.1626, 2.0175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.1684, 0.1626, 2.0175], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.1684, 0.1626, 2.0175], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.9519, 0.1626, 2.1425], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.7354, 0.1626, 2.2676], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [1.5189, 0.1626, 2.3926], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [1.5189, 0.1626, 2.3926], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.2689, 0.1626, 2.3926], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.0189, 0.1626, 2.3926], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.7689, 0.1626, 2.3926], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.5189, 0.1626, 2.3926], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.2689, 0.1626, 2.3926], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [0.0524, 0.1626, 2.5176], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [0.0524, 0.1626, 2.5176], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.0726, 0.1626, 2.7341], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.0726, 0.1626, 2.7341], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.0726, 0.1626, 2.9841], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.0726, 0.1626, 3.2341], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.0726, 0.1626, 3.2341], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.1976, 0.1626, 3.4507], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.1976, 0.1626, 3.4507], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.1976, 0.1626, 3.7007], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.1976, 0.1626, 3.7007], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-0.3225, 0.1626, 3.9172], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.3225, 0.1626, 3.9172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 4.1672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 4.4172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 4.6672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 4.9172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 5.1672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 5.4172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3225, 0.1626, 5.6672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 5.9172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 6.1672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 6.4172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 6.6672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 6.9172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 7.1672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 7.4172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3224, 0.1626, 7.6672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3223, 0.1626, 7.9172], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.3223, 0.1626, 8.1672], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-0.3223, 0.1626, 8.1672], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.1973, 0.1626, 8.3837], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-0.1973, 0.1626, 8.3837], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-0.1973, 0.1626, 8.3837], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-0.1973, 0.1626, 8.3837], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-0.1973, 0.1626, 8.3837], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-0.0905, 0.1626, 8.1651], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-0.0905, 0.1626, 8.1651], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-0.0742, 0.1626, 8.0179], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [0.1423, 0.1626, 7.8929], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [0.3588, 0.1626, 7.7679], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [0.3588, 0.1626, 7.7679], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.6088, 0.1626, 7.7679], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.6088, 0.1626, 7.7679], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [0.8253, 0.1626, 7.6428], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [0.8253, 0.1626, 7.6428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.0753, 0.1626, 7.6428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.3253, 0.1626, 7.6428], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.5695, 0.1626, 7.6312], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [1.5695, 0.1626, 7.6312], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [1.7860, 0.1626, 7.5062], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [2.0025, 0.1626, 7.3812], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [2.0025, 0.1626, 7.3812], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
stop, Pos: [2.0025, 0.1626, 7.3812], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
