START | Pos: [-0.23005, 0.07, 7.71749] | Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-0.2300, 0.0700, 7.7175], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.9131, 0.0700, 3.3694], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.9131, 0.0700, 3.3694], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.9131, 0.0700, 3.3694], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-1.9131, 0.0700, 3.3694], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.9131, 0.0700, 3.3694], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-1.9131, 0.0700, 3.6194], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-1.9131, 0.0700, 3.8694], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-1.9131, 0.0700, 4.1194], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.9131, 0.0700, 4.3694], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.0381, 0.0700, 4.5859], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-2.0381, 0.0700, 4.3359], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-2.0381, 0.0700, 4.0859], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-2.0381, 0.0700, 3.8359], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.0381, 0.0700, 3.5859], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-2.0381, 0.0700, 3.8359], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-2.0381, 0.0700, 3.8359], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.0381, 0.0700, 3.8359], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.0381, 0.0700, 3.8359], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.7881, 0.0700, 3.8359], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.0046, 0.0700, 3.9609], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.0046, 0.0700, 3.9609], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.1296, 0.0700, 4.1774], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.2546, 0.0700, 4.3939], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.3796, 0.0700, 4.6104], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.5046, 0.0700, 4.8269], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.6296, 0.0700, 5.0434], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.6296, 0.0700, 5.0434], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.6296, 0.0700, 5.0434], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.6296, 0.0700, 5.0434], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.4131, 0.0700, 5.1684], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6631, 0.0700, 5.1684], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.6631, 0.0700, 5.1684], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.8796, 0.0700, 5.2934], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.0961, 0.0700, 5.4184], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.3126, 0.0700, 5.5434], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-3.3126, 0.0700, 5.5434], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.4376, 0.0700, 5.7600], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.5626, 0.0700, 5.9765], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.6876, 0.0700, 6.1930], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.8126, 0.0700, 6.4095], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.9376, 0.0700, 6.6260], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-4.0626, 0.0700, 6.8425], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.1876, 0.0700, 7.0590], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-4.1876, 0.0700, 6.8090], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-4.1876, 0.0700, 6.8090], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-4.3126, 0.0700, 6.5925], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-4.4376, 0.0700, 6.3760], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-4.5626, 0.0700, 6.1595], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-4.6876, 0.0700, 5.9430], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-4.8126, 0.0700, 5.7265], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-4.9376, 0.0700, 5.5100], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.0626, 0.0700, 5.2934], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-4.9376, 0.0700, 5.5100], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-4.8126, 0.0700, 5.7265], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-4.8126, 0.0700, 5.7265], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.5961, 0.0700, 5.8515], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.3796, 0.0700, 5.9765], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.1631, 0.0700, 6.1015], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.4131, 0.0700, 6.1015], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.6631, 0.0700, 6.1015], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.9131, 0.0700, 6.1015], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.1631, 0.0700, 6.1015], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.4131, 0.0700, 6.1015], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-5.4131, 0.0700, 6.1015], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.6296, 0.0700, 6.2265], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.8461, 0.0700, 6.3515], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-5.8461, 0.0700, 6.3515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.8461, 0.0700, 6.3515], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.0626, 0.0700, 6.2265], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.2791, 0.0700, 6.1015], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.4956, 0.0700, 5.9765], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-6.4956, 0.0700, 5.9765], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.6206, 0.0700, 5.7599], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.7456, 0.0700, 5.5434], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.8706, 0.0700, 5.3269], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.9956, 0.0700, 5.1104], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.1206, 0.0700, 4.8939], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.2456, 0.0700, 4.6774], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.3706, 0.0700, 4.4609], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.4956, 0.0700, 4.2444], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.6206, 0.0700, 4.0279], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.7456, 0.0700, 3.8114], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.8706, 0.0700, 3.5949], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-7.8706, 0.0700, 3.5949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.0871, 0.0700, 3.4699], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.3036, 0.0700, 3.3449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-8.5201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.0201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.5201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.0201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.0201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.5201, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-5.2701, 0.0700, 3.2199], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.4866, 0.0700, 3.0949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
stop, Pos: [-5.4866, 0.0700, 3.0949], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
