START | Pos: [0.7158, 0.14281, -3.21363] | Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [0.7158, 0.1428, -3.2136], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [1.0573, 0.1428, -2.8721], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [1.2738, 0.1428, -2.9971], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [1.2738, 0.1428, -3.2471], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [1.2738, 0.1428, -3.4971], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [1.4903, 0.1428, -3.6221], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [1.7068, 0.1428, -3.7471], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.4903, 0.1428, -3.8721], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [1.4903, 0.1428, -3.8721], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.2403, 0.1428, -3.8721], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [1.2403, 0.1428, -3.8721], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [1.2403, 0.1428, -3.8721], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [1.2403, 0.1428, -3.8721], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [1.2403, 0.1428, -4.1221], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [1.2403, 0.1428, -4.3721], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
stop, Pos: [1.2403, 0.1428, -4.3721], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
