START | Pos: [-14.8719, 0.169, 5.2188] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.8719, 0.1690, 5.2188], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-16.2537, 0.1690, 9.2179], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.3786, 0.1690, 9.4344], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.5036, 0.1690, 9.6509], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.6286, 0.1690, 9.8674], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-16.6286, 0.1690, 9.8674], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-16.8451, 0.1690, 9.9925], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-16.8451, 0.1690, 9.9925], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-16.9701, 0.1690, 10.2090], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-16.9701, 0.1690, 10.2090], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-16.9701, 0.1690, 10.2090], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-16.9701, 0.1690, 10.2090], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-16.9701, 0.1690, 10.2090], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.7201, 0.1690, 10.2090], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.4701, 0.1690, 10.2089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.2201, 0.1690, 10.2089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-15.9701, 0.1690, 10.2089], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-16.1866, 0.1690, 10.3339], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-16.4031, 0.1690, 10.4589], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-16.6196, 0.1690, 10.5840], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-16.8361, 0.1690, 10.7090], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-16.8361, 0.1690, 10.7090], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.0861, 0.1690, 10.7090], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.3323, 0.1690, 10.7064], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-17.5757, 0.1690, 10.6477], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-17.5757, 0.1690, 10.6477], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-17.5757, 0.1690, 10.6477], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-17.5757, 0.1690, 10.6477], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-17.5757, 0.1690, 10.6477], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-17.5757, 0.1690, 10.6477], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-17.3592, 0.1690, 10.5227], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-17.1427, 0.1690, 10.3977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.9262, 0.1690, 10.2727], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.7097, 0.1690, 10.1477], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.4932, 0.1690, 10.0227], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.2767, 0.1690, 9.8977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.0602, 0.1690, 9.7726], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.8437, 0.1690, 9.6476], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.8437, 0.1690, 9.6476], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.5937, 0.1690, 9.6476], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-15.5937, 0.1690, 9.6476], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-15.4906, 0.1690, 9.4999], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.6156, 0.1690, 9.7165], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.7406, 0.1690, 9.9330], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.4906, 0.1690, 9.9330], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.2592, 0.1690, 9.9702], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.0092, 0.1690, 10.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-15.0092, 0.1690, 10.0222], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-15.0092, 0.1690, 10.0222], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-15.0092, 0.1690, 10.0222], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-15.0092, 0.1690, 10.0222], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-15.0092, 0.1690, 10.0222], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.2257, 0.1690, 10.1473], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.4422, 0.1690, 10.2723], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-15.4422, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.6922, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-15.9422, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.1922, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.4422, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.6922, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.9422, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-17.1922, 0.1690, 10.2723], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-17.4422, 0.1690, 10.2724], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [-17.4422, 0.1690, 10.2724], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
