START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [22.6868, 0.0724, 0.1811], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [22.5618, 0.0724, 0.3976], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [22.4368, 0.0724, 0.6141], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [22.3118, 0.0724, 0.8306], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [22.1868, 0.0724, 1.0471], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [22.0618, 0.0724, 1.2637], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.9368, 0.0724, 1.4802], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.8119, 0.0724, 1.6967], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.6869, 0.0724, 1.9132], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.5619, 0.0724, 2.1297], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.4369, 0.0724, 2.3462], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.3119, 0.0724, 2.5627], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [21.1869, 0.0724, 2.7792], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [21.1869, 0.0724, 2.7792], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [21.1869, 0.0724, 2.7792], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.9369, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.6869, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.4369, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.1869, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.9369, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.6869, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.4369, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.1869, 0.0724, 2.7793], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.9369, 0.0724, 2.7794], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.6869, 0.0724, 2.7794], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [18.6869, 0.0724, 2.7794], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [18.4704, 0.0724, 2.6544], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [18.2539, 0.0724, 2.5294], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [18.0374, 0.0724, 2.4044], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [17.8209, 0.0724, 2.2794], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [17.6044, 0.0724, 2.1544], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [17.3878, 0.0724, 2.0294], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [17.1713, 0.0724, 1.9044], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [16.9548, 0.0724, 1.7795], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [16.7383, 0.0724, 1.6545], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [16.5218, 0.0724, 1.5295], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [16.3053, 0.0724, 1.4045], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [16.0888, 0.0724, 1.2795], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [15.8722, 0.0724, 1.1545], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [15.6557, 0.0724, 1.0295], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [15.4392, 0.0724, 0.9045], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [15.2227, 0.0724, 0.7795], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [15.0062, 0.0724, 0.6545], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.7897, 0.0724, 0.5296], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.5732, 0.0724, 0.4046], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.3567, 0.0724, 0.2796], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [14.1401, 0.0724, 0.1546], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.9236, 0.0724, 0.0296], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [13.7071, 0.0724, -0.0954], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [13.7071, 0.0724, -0.0954], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.7071, 0.0724, -0.0954], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [13.7071, 0.0724, -0.0954], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [13.7071, 0.0724, -0.0954], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [13.7071, 0.0724, -0.0954], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [13.8321, 0.0724, 0.1211], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [13.9571, 0.0724, 0.3376], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.0822, 0.0724, 0.5541], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.2072, 0.0724, 0.7706], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.3322, 0.0724, 0.9871], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.4572, 0.0724, 1.2036], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.5822, 0.0724, 1.4201], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.7072, 0.0724, 1.6366], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.8322, 0.0724, 1.8531], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [14.9572, 0.0724, 2.0696], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [15.0822, 0.0724, 2.2861], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [15.2072, 0.0724, 2.5026], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [15.3323, 0.0724, 2.7191], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [15.4573, 0.0724, 2.9356], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [15.5823, 0.0724, 3.1521], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [15.5823, 0.0724, 3.1521], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [15.7988, 0.0724, 3.2771], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [16.0153, 0.0724, 3.4021], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [16.2318, 0.0724, 3.5271], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [16.2318, 0.0724, 3.5271], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.4818, 0.0724, 3.5271], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.7318, 0.0724, 3.5271], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.9818, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.2318, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.4818, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.7318, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.9818, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.2318, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.4818, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.7318, 0.0724, 3.5270], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.9818, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2318, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.4818, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.7318, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.9818, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.2318, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.4818, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.7318, 0.0724, 3.5269], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.9818, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.2318, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.4818, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.7318, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.9818, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.2318, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.4818, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.7318, 0.0724, 3.5268], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.9818, 0.0724, 3.5267], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [22.9818, 0.0724, 3.5267], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [22.9818, 0.0724, 3.5267], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [22.9818, 0.0724, 3.5267], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [22.9818, 0.0724, 3.5267], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [22.9818, 0.0724, 3.5267], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [22.7653, 0.0724, 3.4018], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [22.7653, 0.0724, 3.4018], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [22.6403, 0.0724, 3.1853], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [22.5153, 0.0724, 2.9688], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [22.3903, 0.0724, 2.7523], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [22.2653, 0.0724, 2.5358], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [22.1402, 0.0724, 2.3193], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [22.0152, 0.0724, 2.1028], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.8902, 0.0724, 1.8863], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.7652, 0.0724, 1.6698], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.6402, 0.0724, 1.4533], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.5152, 0.0724, 1.2368], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.3902, 0.0724, 1.0203], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.2652, 0.0724, 0.8038], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.1402, 0.0724, 0.5873], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [21.0151, 0.0724, 0.3708], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.8901, 0.0724, 0.1543], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.7651, 0.0724, -0.0622], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.6401, 0.0724, -0.2787], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.5151, 0.0724, -0.4952], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.3901, 0.0724, -0.7117], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.2651, 0.0724, -0.9282], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.1401, 0.0724, -1.1447], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [20.0151, 0.0724, -1.3612], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.8900, 0.0724, -1.5777], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.7650, 0.0724, -1.7942], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.6400, 0.0724, -2.0107], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.5150, 0.0724, -2.2272], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.3900, 0.0724, -2.4437], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.2650, 0.0724, -2.6602], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.1400, 0.0724, -2.8767], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.0150, 0.0724, -3.0932], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.8899, 0.0724, -3.3097], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.7649, 0.0724, -3.5262], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.6399, 0.0724, -3.7427], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.5149, 0.0724, -3.9592], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.3899, 0.0724, -4.1757], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.2649, 0.0724, -4.3922], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.1399, 0.0724, -4.6087], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [18.1399, 0.0724, -4.6087], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [18.1399, 0.0724, -4.6087], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [18.1399, 0.0724, -4.6087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [18.1399, 0.0724, -4.6087], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [18.1399, 0.0724, -4.6087], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [18.3564, 0.0724, -4.4838], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [18.5729, 0.0724, -4.3588], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [18.7894, 0.0724, -4.2338], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.7894, 0.0724, -4.2338], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.0394, 0.0724, -4.2338], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2894, 0.0724, -4.2338], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.2894, 0.0724, -4.2338], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.5059, 0.0724, -4.1088], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.7224, 0.0724, -3.9838], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.9390, 0.0724, -3.8588], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.1555, 0.0724, -3.7338], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.3720, 0.0724, -3.6089], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.5885, 0.0724, -3.4839], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.8050, 0.0724, -3.3589], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [21.0215, 0.0724, -3.2339], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [21.2380, 0.0724, -3.1089], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [21.4545, 0.0724, -2.9839], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [21.6711, 0.0724, -2.8589], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [21.8876, 0.0724, -2.7339], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.1041, 0.0724, -2.6089], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.3206, 0.0724, -2.4840], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.5371, 0.0724, -2.3590], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.7536, 0.0724, -2.2340], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.9701, 0.0724, -2.1090], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.1866, 0.0724, -1.9840], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.4032, 0.0724, -1.8590], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.6197, 0.0724, -1.7340], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.8362, 0.0724, -1.6090], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.0527, 0.0724, -1.4840], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.2692, 0.0724, -1.3590], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.4857, 0.0724, -1.2341], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.7022, 0.0724, -1.1091], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [24.9187, 0.0724, -0.9841], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.1353, 0.0724, -0.8591], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.3518, 0.0724, -0.7341], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.5683, 0.0724, -0.6091], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [25.7848, 0.0724, -0.4841], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.0013, 0.0724, -0.3591], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.2178, 0.0724, -0.2341], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.4343, 0.0724, -0.1092], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.6509, 0.0724, 0.0158], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [26.8674, 0.0724, 0.1408], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.0839, 0.0724, 0.2658], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.3004, 0.0724, 0.3908], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.5169, 0.0724, 0.5158], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.7334, 0.0724, 0.6408], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [27.9499, 0.0724, 0.7658], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [28.1664, 0.0724, 0.8908], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [28.3830, 0.0724, 1.0157], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [28.5995, 0.0724, 1.1407], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [28.8160, 0.0724, 1.2657], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [29.0325, 0.0724, 1.3907], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [29.2490, 0.0724, 1.5157], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [29.4655, 0.0724, 1.6407], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [29.6820, 0.0724, 1.7657], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [29.8985, 0.0724, 1.8907], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [30.1151, 0.0724, 2.0157], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [30.3316, 0.0724, 2.1407], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [30.5481, 0.0724, 2.2656], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [30.5481, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [30.7981, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [31.0481, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [31.2981, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [31.5481, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [31.7981, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [32.0481, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [32.2981, 0.0724, 2.2656], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [32.2981, 0.0724, 2.2656], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [32.2981, 0.0724, 2.2656], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [32.2981, 0.0724, 2.2656], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [32.2981, 0.0724, 2.0156], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
