START | Pos: [7.98935, 0.19575, -12.55098] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.9893, 0.1957, -12.9840], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.8643, 0.1957, -13.2005], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.8644, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.6144, 0.1957, -12.9505], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.3978, 0.1957, -12.8255], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.2728, 0.1957, -13.0420], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.2728, 0.1957, -13.0420], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.2728, 0.1957, -13.0420], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.2728, 0.1957, -13.0420], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.4894, 0.1957, -13.1670], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.6144, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
