START | Pos: [1.8401, 0.16166, -1.93274] | Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.6236, 0.1617, -2.0577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.5170, 0.1617, -2.4662], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-1.5170, 0.1617, -2.4662], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.7335, 0.1617, -2.3412], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.7335, 0.1617, -2.3412], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.7335, 0.1617, -2.3412], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.9500, 0.1617, -2.4662], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-2.1665, 0.1617, -2.5912], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.1665, 0.1617, -2.5912], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.1665, 0.1617, -2.5912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.1665, 0.1617, -2.8412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.1665, 0.1617, -3.0912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-2.1665, 0.1617, -3.0912], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.1665, 0.1617, -3.0912], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.1665, 0.1617, -3.0912], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.1665, 0.1617, -3.0912], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.1665, 0.1617, -3.0912], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.2915, 0.1617, -2.8747], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.4165, 0.1617, -2.6582], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.5415, 0.1617, -2.4417], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.5415, 0.1617, -2.4417], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.7580, 0.1617, -2.3167], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9745, 0.1617, -2.1917], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.9745, 0.1617, -2.1917], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.9745, 0.1617, -2.1917], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-2.9745, 0.1617, -2.1917], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.9745, 0.1617, -2.1917], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.9745, 0.1617, -2.1917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7245, 0.1617, -2.1917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.4745, 0.1617, -2.1917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2245, 0.1617, -2.1917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-1.9745, 0.1617, -2.1917], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.7580, 0.1617, -2.3167], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.7580, 0.1617, -2.3167], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.5080, 0.1617, -2.3167], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.2580, 0.1617, -2.3167], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.0080, 0.1617, -2.3167], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.0080, 0.1617, -2.3167], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.0080, 0.1617, -2.3167], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.0080, 0.1617, -2.3167], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-1.0080, 0.1617, -2.0667], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-1.1330, 0.1617, -2.2832], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.1330, 0.1617, -2.2832], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.1330, 0.1617, -2.2832], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.1330, 0.1617, -2.2832], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3495, 0.1617, -2.1582], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.3495, 0.1617, -2.1582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.5995, 0.1617, -2.1582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.8495, 0.1617, -2.1582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.0995, 0.1617, -2.1582], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.0995, 0.1617, -2.1582], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.3160, 0.1617, -2.0332], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.5325, 0.1617, -1.9082], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.7490, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.4990, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.2490, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9990, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7490, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.4990, 0.1617, -1.7832], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.7155, 0.1617, -1.9082], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.7155, 0.1617, -1.9082], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-1.7155, 0.1617, -1.9082], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.7155, 0.1617, -2.1582], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-1.7155, 0.1617, -2.4082], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-1.7155, 0.1617, -2.4082], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.7155, 0.1617, -2.4082], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.7155, 0.1617, -2.4082], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.7155, 0.1617, -2.4082], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.9320, 0.1617, -2.2832], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.1485, 0.1617, -2.1582], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.3650, 0.1617, -2.0332], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.5815, 0.1617, -1.9082], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.5815, 0.1617, -1.9082], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.5815, 0.1617, -1.9082], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.5815, 0.1617, -1.9082], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.5815, 0.1617, -2.3412], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.5815, 0.1617, -2.3412], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.7065, 0.1617, -2.1247], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.5815, 0.1617, -2.3412], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.4565, 0.1617, -2.5577], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.4565, 0.1617, -2.3077], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.4565, 0.1617, -2.3077], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.4565, 0.1617, -2.3077], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.4565, 0.1617, -2.3077], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.2065, 0.1617, -2.3077], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-2.2065, 0.1617, -2.3077], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-2.2065, 0.1617, -2.3077], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-2.2065, 0.1617, -2.3077], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.3315, 0.1617, -2.3412], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.2065, 0.1617, -2.5577], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.0815, 0.1617, -2.5242], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-2.0815, 0.1617, -2.7742], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-2.0815, 0.1617, -3.0242], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.0815, 0.1617, -3.0242], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.0815, 0.1617, -3.0242], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.0815, 0.1617, -3.0242], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3315, 0.1617, -3.0242], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.3315, 0.1617, -3.0242], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.3315, 0.1617, -3.0242], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.4565, 0.1617, -2.8077], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.5815, 0.1617, -2.5912], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.3650, 0.1617, -2.7162], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.3650, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1150, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8650, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6150, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3650, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1150, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8650, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6150, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3650, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1150, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.1350, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.3850, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.6350, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.8850, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
