START | Pos: [-13.707, 0.08012, 8.04988] | Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.5330, 0.0801, 7.5163], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.7495, 0.0801, 7.6413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.9995, 0.0801, 7.6414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.9995, 0.0801, 7.6414], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.9995, 0.0801, 7.6414], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.9995, 0.0801, 7.6414], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.9995, 0.0801, 7.8914], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.7830, 0.0801, 7.7663], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.5665, 0.0801, 7.6413], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.5665, 0.0801, 7.6413], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.5665, 0.0801, 7.6413], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-12.5665, 0.0801, 7.6413], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.5665, 0.0801, 7.6413], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-12.7830, 0.0801, 7.5163], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-12.7830, 0.0801, 7.5163], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.7830, 0.0801, 7.5163], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.7830, 0.0801, 7.5163], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.6580, 0.0801, 7.2998], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.6580, 0.0801, 7.2998], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-12.6580, 0.0801, 7.2998], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.6580, 0.0801, 7.2998], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-12.8782, 0.0801, 7.2444], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-12.8782, 0.0801, 7.2444], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.8782, 0.0801, 7.2444], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.8782, 0.0801, 7.2444], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.7649, 0.0801, 7.2504], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.6516, 0.0801, 7.2563], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.6516, 0.0801, 7.2563], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.6516, 0.0801, 7.2563], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-12.6516, 0.0801, 7.2563], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-12.4351, 0.0801, 7.3813], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-12.4351, 0.0801, 7.3813], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-12.3101, 0.0801, 7.5978], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-12.1851, 0.0801, 7.8143], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-12.0601, 0.0801, 8.0308], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-12.1851, 0.0801, 7.8143], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.1851, 0.0801, 7.8143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1851, 0.0801, 7.5643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1851, 0.0801, 7.3143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1851, 0.0801, 7.0643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1851, 0.0801, 6.8143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1851, 0.0801, 6.5643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 6.3143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 6.0643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 5.8143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 5.5643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 5.3143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 5.0643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 4.8143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1852, 0.0801, 4.5643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 4.3143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 4.0643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 3.8143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 3.5643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 3.3143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 3.0643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1853, 0.0801, 2.8143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.1853, 0.0801, 2.8143], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.1853, 0.0801, 2.8143], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.1853, 0.0801, 2.8143], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-12.1853, 0.0801, 2.8143], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-11.9688, 0.0801, 2.9393], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.9688, 0.0801, 2.9393], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.7188, 0.0801, 2.9393], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4688, 0.0801, 2.9393], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.2188, 0.0801, 2.9393], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9688, 0.0801, 2.9393], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.7188, 0.0801, 2.9393], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-10.4688, 0.0801, 2.9392], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.7188, 0.0801, 2.9393], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9688, 0.0801, 2.9393], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.2188, 0.0801, 2.9393], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4688, 0.0801, 2.9393], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.7188, 0.0801, 2.9393], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.9688, 0.0801, 2.9393], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-11.9688, 0.0801, 2.9393], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-11.9688, 0.0801, 2.9393], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-12.0938, 0.0801, 2.7228], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-12.2188, 0.0801, 2.5063], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.2188, 0.0801, 2.5063], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.2188, 0.0801, 2.5063], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.2188, 0.0801, 2.5063], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.2188, 0.0801, 2.5063], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-12.2188, 0.0801, 2.5063], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-12.0023, 0.0801, 2.6313], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.0023, 0.0801, 2.6313], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.7523, 0.0801, 2.6313], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.5023, 0.0801, 2.6313], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.2523, 0.0801, 2.6313], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-11.0023, 0.0801, 2.6313], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.7523, 0.0801, 2.6312], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.5023, 0.0801, 2.6312], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.2523, 0.0801, 2.6312], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-10.0023, 0.0801, 2.6312], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.7523, 0.0801, 2.6312], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-9.7523, 0.0801, 2.6312], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-9.7523, 0.0801, 2.6312], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.5678, 0.0801, 2.7828], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.3920, 0.0801, 2.9439], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.2162, 0.0801, 3.1050], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.0405, 0.0801, 3.2661], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.9155, 0.0801, 3.4826], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.7905, 0.0801, 3.6991], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.6654, 0.0801, 3.9156], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.5404, 0.0801, 4.1321], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.4154, 0.0801, 4.3486], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.2904, 0.0801, 4.5651], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.1654, 0.0801, 4.7816], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.0404, 0.0801, 4.9981], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.9154, 0.0801, 5.2146], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-7.9154, 0.0801, 5.2146], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-7.9154, 0.0801, 5.2146], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6654, 0.0801, 5.2146], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.6654, 0.0801, 5.2146], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.4489, 0.0801, 5.3396], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.2324, 0.0801, 5.4646], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.0158, 0.0801, 5.5896], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.7993, 0.0801, 5.7146], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.5828, 0.0801, 5.8396], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.3663, 0.0801, 5.9646], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.3663, 0.0801, 5.9646], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2413, 0.0801, 6.1811], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.2413, 0.0801, 6.1811], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.0248, 0.0801, 6.3061], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.0248, 0.0801, 6.3061], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.8998, 0.0801, 6.5226], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-5.8998, 0.0801, 6.5226], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.6833, 0.0801, 6.6475], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.4667, 0.0801, 6.7725], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.2502, 0.0801, 6.8975], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.0337, 0.0801, 7.0225], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8172, 0.0801, 7.1475], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6007, 0.0801, 7.2725], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.3842, 0.0801, 7.3975], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.1677, 0.0801, 7.5225], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.9512, 0.0801, 7.6475], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.7346, 0.0801, 7.7724], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.5181, 0.0801, 7.8974], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.3016, 0.0801, 8.0224], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.0851, 0.0801, 8.1474], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.8686, 0.0801, 8.2724], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6521, 0.0801, 8.3974], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4356, 0.0801, 8.5224], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2191, 0.0801, 8.6474], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0025, 0.0801, 8.7724], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7860, 0.0801, 8.8973], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5695, 0.0801, 9.0223], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.5695, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3195, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.0695, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8195, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5695, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3195, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.0695, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.1805, 0.0801, 9.0223], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.4305, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.6805, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.9305, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.1805, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.4305, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.6805, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.9305, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.1805, 0.0801, 9.0222], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.1805, 0.0801, 9.0222], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.3970, 0.0801, 8.8971], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.6135, 0.0801, 8.7721], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.8300, 0.0801, 8.6471], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [2.8300, 0.0801, 8.6471], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [2.9550, 0.0801, 8.4306], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.0800, 0.0801, 8.2141], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [3.2050, 0.0801, 7.9976], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [3.2050, 0.0801, 7.9976], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.4215, 0.0801, 7.8726], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.6380, 0.0801, 7.7476], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.8545, 0.0801, 7.6226], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [3.8545, 0.0801, 7.6226], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.1045, 0.0801, 7.6225], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.1045, 0.0801, 7.6225], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.3210, 0.0801, 7.4975], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.5375, 0.0801, 7.3725], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.7540, 0.0801, 7.2475], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.9705, 0.0801, 7.1225], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.1870, 0.0801, 6.9975], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [5.1870, 0.0801, 6.9975], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.3119, 0.0801, 6.7810], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.4369, 0.0801, 6.5645], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.5619, 0.0801, 6.3479], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.6869, 0.0801, 6.1314], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.8119, 0.0801, 5.9149], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.9369, 0.0801, 5.6984], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.0619, 0.0801, 5.4819], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [6.0619, 0.0801, 5.4819], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [6.0619, 0.0801, 5.4819], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.3119, 0.0801, 5.4819], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [6.3119, 0.0801, 5.4819], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [6.3119, 0.0801, 5.4819], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.4369, 0.0801, 5.2654], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
