START | Pos: [-4.80357, 0.09346, -2.25304] | Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-4.8036, 0.0935, -2.2530], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-5.0536, 0.0935, 0.6130], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-5.0536, 0.0935, 0.6130], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.1786, 0.0935, 0.8295], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.3036, 0.0935, 1.0460], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.4286, 0.0935, 1.2625], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-5.4286, 0.0935, 1.2625], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-5.4286, 0.0935, 1.5125], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-5.4286, 0.0935, 1.5125], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.5536, 0.0935, 1.7290], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.6786, 0.0935, 1.9455], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.8036, 0.0935, 2.1620], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-5.9286, 0.0935, 2.3785], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.0536, 0.0935, 2.5950], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.0536, 0.0935, 2.5950], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.0536, 0.0935, 2.8450], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-6.0536, 0.0935, 2.8450], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.1786, 0.0935, 3.0615], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.1786, 0.0935, 3.0615], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.1786, 0.0935, 3.3115], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-6.1786, 0.0935, 3.3115], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.3036, 0.0935, 3.5280], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.3036, 0.0935, 3.5280], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-6.3036, 0.0935, 3.7780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.0536, 0.0935, 3.7780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
stop, Pos: [-6.0536, 0.0935, 3.7780], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
