START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [16.2371, 0.1016, -4.6438], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.9896, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7396, 0.1016, -2.7684], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.4896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.2396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.9896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.7396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.4896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.9896, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.7396, 0.1016, -2.7683], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.4896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.2396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.9896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.7396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.4896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.2396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.9896, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.7396, 0.1016, -2.7682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.4896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.2396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.9896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.7396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.4896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.2396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.9896, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.7396, 0.1016, -2.7681], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.4896, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.2396, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.9896, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.7396, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.4896, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2396, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.0104, 0.1016, -2.7680], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.0104, 0.1016, -2.7680], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.2269, 0.1016, -2.6430], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.2269, 0.1016, -2.6430], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4769, 0.1016, -2.6429], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.4769, 0.1016, -2.6429], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.6934, 0.1016, -2.5179], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.6934, 0.1016, -2.5179], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.9434, 0.1016, -2.5179], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.9434, 0.1016, -2.5179], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1599, 0.1016, -2.3929], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3764, 0.1016, -2.2679], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.3764, 0.1016, -2.2679], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6264, 0.1016, -2.2679], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.6264, 0.1016, -2.2679], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.8429, 0.1016, -2.1429], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.8429, 0.1016, -2.1429], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.0929, 0.1016, -2.1429], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.3429, 0.1016, -2.1429], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.5929, 0.1016, -2.1428], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.5929, 0.1016, -2.1428], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.8094, 0.1016, -2.0178], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.8094, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.0594, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.3094, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.5594, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.8094, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.0594, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.3094, 0.1016, -2.0178], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.5594, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.8094, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.0594, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.3094, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.5594, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-5.8094, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.0594, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.3094, 0.1016, -2.0177], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.5594, 0.1016, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-6.8094, 0.1183, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.0594, 0.1897, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.3094, 0.2612, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.5594, 0.3016, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.8094, 0.3016, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.0594, 0.3016, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.3094, 0.3016, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [-8.3094, 0.3016, -2.0176], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
