START | Pos: [-2.3657, 2.9257, 3.65177] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-2.3657, 2.9258, 3.6518], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.2742, 2.9258, 3.7432], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.2742, 2.9258, 3.7432], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5242, 2.9258, 3.7432], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7742, 2.9258, 3.7432], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.0242, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2742, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5242, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7742, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.0242, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2742, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.5242, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7742, 2.9258, 3.7433], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.0242, 2.9258, 3.7434], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.2742, 2.9258, 3.7434], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.5242, 2.9258, 3.7434], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.7742, 2.9258, 3.7434], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.0242, 2.9258, 3.7434], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.0242, 2.9258, 3.7434], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.0242, 2.9258, 3.7434], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.1492, 2.9258, 3.5269], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.2742, 2.9258, 3.3104], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.3992, 2.9258, 3.0939], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.5242, 2.9258, 2.8774], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.6492, 2.9258, 2.6609], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
stop, Pos: [-5.6492, 2.9258, 2.6609], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
