START | Pos: [8.5089, 0.1141, -4.8624] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [8.5089, 0.1141, -4.8624], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [7.8842, 0.1141, 1.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8842, 0.1141, 1.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8842, 0.1141, 1.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8842, 0.1141, 1.8051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8842, 0.1141, 2.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 2.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 2.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 2.8051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 3.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 3.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 3.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 3.8051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8843, 0.1141, 4.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 4.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 4.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 4.8051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 5.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 5.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 5.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 5.8051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8844, 0.1141, 6.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8845, 0.1141, 6.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8845, 0.1141, 6.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8845, 0.1141, 6.8051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8845, 0.1141, 7.0551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8845, 0.1141, 7.3051], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [7.8845, 0.1141, 7.5551], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.8845, 0.1141, 7.5551], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.8845, 0.1141, 7.5551], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.8845, 0.1141, 7.5551], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.6345, 0.1141, 7.5551], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.3845, 0.1141, 7.5551], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.1345, 0.1141, 7.5551], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.8845, 0.1141, 7.5551], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [6.8845, 0.1141, 7.5551], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [6.6680, 0.1141, 7.6802], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [6.6680, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.4180, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.1680, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.9180, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.6680, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.4180, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.1680, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.9180, 0.1141, 7.6802], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.6680, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.4180, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.1680, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.9180, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.6680, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.4180, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.1680, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.9180, 0.1141, 7.6803], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.6680, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.4180, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.1680, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.9180, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.6680, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.4180, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.1680, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [1.1680, 0.1141, 7.6804], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
