START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [25.5614, 0.0724, -7.2987], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [18.4504, 0.0724, -2.6153], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [18.2339, 0.0724, -2.4903], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [18.0174, 0.0724, -2.3653], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2403], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9382, 0.0724, -2.2240], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
