START | Pos: [25.5614, 0.0724, -7.2987] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [25.3114, 0.0724, -7.2987], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.8114, 0.0724, -7.2984], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.5614, 0.0724, -7.2984], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.3114, 0.0724, -7.2983], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.0614, 0.0724, -7.2983], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.8073, 0.0724, -7.2817], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.5573, 0.0724, -7.2817], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.3073, 0.0724, -7.2817], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.0573, 0.0724, -7.2817], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.8073, 0.0724, -7.2817], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.5573, 0.0724, -7.2817], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.3073, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.0573, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.8073, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.5573, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.3073, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.0573, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.8073, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.5573, 0.0724, -7.2816], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.3073, 0.0724, -7.2815], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [14.0573, 0.0724, -7.2815], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.8073, 0.0724, -7.2815], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [13.8073, 0.0724, -7.2815], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.5908, 0.0724, -7.1565], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.3743, 0.0724, -7.0315], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.1578, 0.0724, -6.9065], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.9412, 0.0724, -6.7815], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.7247, 0.0724, -6.6565], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.5082, 0.0724, -6.5315], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.2917, 0.0724, -6.4064], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.0752, 0.0724, -6.2814], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [11.8587, 0.0724, -6.1564], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [11.6422, 0.0724, -6.0314], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [11.4257, 0.0724, -5.9064], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [11.2092, 0.0724, -5.7814], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [11.2092, 0.0724, -5.7814], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.0843, 0.0724, -5.5649], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.9593, 0.0724, -5.3484], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.8343, 0.0724, -5.1319], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [10.8343, 0.0724, -5.1319], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [10.8343, 0.0724, -4.8819], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [10.8343, 0.0724, -4.6319], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [10.8343, 0.0724, -4.3819], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [10.8343, 0.0724, -4.1319], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [10.8343, 0.0724, -3.8819], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [10.8343, 0.0724, -3.8819], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [10.8343, 0.0724, -3.8819], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [10.6178, 0.0724, -3.7568], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [10.4013, 0.0724, -3.6318], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [10.1848, 0.0724, -3.5068], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.9683, 0.0724, -3.3818], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.7518, 0.0724, -3.2568], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.5353, 0.0724, -3.1318], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.3188, 0.0724, -3.0068], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.1023, 0.0724, -2.8818], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [9.1023, 0.0724, -2.8818], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.9773, 0.0724, -2.6653], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.8524, 0.0724, -2.4487], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.7274, 0.0724, -2.2322], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.6024, 0.0724, -2.0157], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.4774, 0.0724, -1.7992], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.3524, 0.0724, -1.5827], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.2274, 0.0724, -1.3662], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.1024, 0.0724, -1.1497], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.9774, 0.0724, -0.9332], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.8524, 0.0724, -0.7166], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.7275, 0.0724, -0.5001], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.6025, 0.0724, -0.2836], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.4775, 0.0724, -0.0671], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.3525, 0.0724, 0.1494], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.2275, 0.0724, 0.3659], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.1025, 0.0724, 0.5824], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.9775, 0.0724, 0.7989], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.8525, 0.0724, 1.0155], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.7275, 0.0724, 1.2320], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.6026, 0.0724, 1.4485], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [6.6026, 0.0724, 1.4485], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [6.3861, 0.0724, 1.5735], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [6.1696, 0.0724, 1.6985], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [5.9531, 0.0724, 1.8235], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [5.9531, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.7031, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.4531, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.2031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.9531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.7031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.4531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.2031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.9531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.7031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.4531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.2031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.9531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.7031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.4531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.2031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.9531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.7031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [1.4531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.7031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.9531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.2031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.4531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.7031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.9531, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.2031, 0.0724, 1.8237], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.4531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.7031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.9531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.2031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.4531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.7031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.9531, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.2031, 0.0724, 1.8236], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.4531, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.7031, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.9531, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.2031, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.4531, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.7031, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.9531, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.2031, 0.0724, 1.8235], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.4531, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.7031, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.9531, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.2031, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.4531, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.7031, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.9531, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.2031, 0.0724, 1.8234], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.4531, 0.0724, 1.8233], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.7031, 0.0724, 1.8233], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.9531, 0.0724, 1.8233], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.2031, 0.0724, 1.8233], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.4531, 0.0724, 1.8233], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [10.4531, 0.0724, 1.8233], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.6696, 0.0724, 1.9483], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.8861, 0.0724, 2.0733], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.1026, 0.0724, 2.1983], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.3191, 0.0724, 2.3233], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.5356, 0.0724, 2.4760], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.7521, 0.0724, 2.6010], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.9686, 0.0724, 2.7260], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.1852, 0.0724, 2.8510], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.4017, 0.0724, 2.9760], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.6182, 0.0724, 3.1010], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [12.8347, 0.0724, 3.2260], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.0512, 0.0724, 3.3509], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.2677, 0.0724, 3.4759], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.4842, 0.0724, 3.6009], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.7007, 0.0724, 3.7259], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [13.9173, 0.0724, 3.8509], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [14.1338, 0.0724, 3.9759], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [14.3503, 0.0724, 4.1009], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [14.5668, 0.0724, 4.2259], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [14.7833, 0.0724, 4.3509], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [14.7833, 0.0724, 4.3509], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [14.7833, 0.0724, 4.3509], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [14.9998, 0.0724, 4.2258], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [15.2163, 0.0724, 4.1008], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [15.2163, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.4663, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.7163, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [15.9663, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.2163, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.4663, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.7163, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [16.9663, 0.0724, 4.1008], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.2163, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.4663, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.7163, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [17.9663, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.2163, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.4663, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.7163, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.9663, 0.0724, 4.1007], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2163, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.4663, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.7163, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.9663, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.2163, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.4663, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.7163, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.9663, 0.0724, 4.1006], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.2163, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.4663, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.7163, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.9663, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.2163, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.4663, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.7163, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.9663, 0.0724, 4.1005], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.2163, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.4663, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.7163, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.9663, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.2163, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.4663, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.7163, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.9663, 0.0724, 4.1004], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.2163, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.4663, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.7163, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.9663, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.2163, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.4663, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.7163, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.9663, 0.0724, 4.1003], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.2163, 0.0724, 4.1002], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [27.2163, 0.0724, 4.1002], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [27.2163, 0.0724, 4.1002], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [27.2163, 0.0724, 4.1002], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [27.2163, 0.0724, 4.1002], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [27.2163, 0.0724, 4.1002], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [26.9998, 0.0724, 3.9753], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [26.7833, 0.0724, 3.8503], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [26.5668, 0.0724, 3.7253], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [26.3503, 0.0724, 3.6003], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [26.1337, 0.0724, 3.4753], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [25.9172, 0.0724, 3.3503], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [25.7007, 0.0724, 3.2253], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [25.4842, 0.0724, 3.1003], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [25.2677, 0.0724, 2.9753], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [25.0512, 0.0724, 2.8503], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [24.8347, 0.0724, 2.7254], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
