START | Pos: [-7.4862, 0.1396, 30.2147] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4862, 0.1397, 29.9647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 22.9647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 22.7147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 22.4647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 22.2147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 21.9647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 21.7147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 21.4647], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.4866, 0.1397, 21.2147], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-7.4866, 0.1397, 21.2147], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-7.4866, 0.1397, 21.2147], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.7032, 0.1397, 21.0897], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.9197, 0.1397, 20.9647], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.1362, 0.1397, 20.8397], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.3527, 0.1397, 20.7147], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.5692, 0.1397, 20.5898], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.7857, 0.1397, 20.4648], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-8.7857, 0.1397, 20.4648], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-8.7857, 0.1397, 20.4648], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-8.7857, 0.1397, 20.4648], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.6607, 0.1397, 20.2483], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.6607, 0.1397, 20.2483], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.6607, 0.1397, 20.2483], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.4107, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.1607, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.9107, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.6607, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.4107, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.1607, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.9107, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.6607, 0.1397, 20.2482], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-6.6607, 0.1397, 20.2482], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.4442, 0.1397, 20.1232], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.4442, 0.1397, 20.1232], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-6.4442, 0.1397, 20.1232], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-6.4442, 0.1397, 20.1232], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-6.5692, 0.1397, 19.9067], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-6.5692, 0.1397, 19.9067], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-6.5692, 0.1397, 19.9067], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-6.5692, 0.1397, 19.9067], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-6.7857, 0.1397, 20.0317], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.0022, 0.1397, 20.1762], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.2187, 0.1397, 20.3012], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.4352, 0.1397, 20.4262], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.6517, 0.1397, 20.5513], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.8682, 0.1397, 20.6763], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.0847, 0.1397, 20.8013], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.3012, 0.1397, 20.9263], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.5177, 0.1397, 21.0513], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-8.5177, 0.1397, 21.0513], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.7677, 0.1397, 21.0513], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.0177, 0.1397, 21.0513], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2677, 0.1397, 21.0513], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.5177, 0.1397, 21.0513], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.7677, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.0177, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.2677, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.5177, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.7677, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.0177, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.2677, 0.1397, 21.0514], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.5177, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.7677, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.0177, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.2677, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.5177, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.7677, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-13.0177, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-13.2677, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [-13.2677, 0.1397, 21.0515], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
