START | Pos: [-5.9008, 0.16, -2.3891] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.9008, 0.1600, -2.3891], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-3.8093, 0.1600, -3.3466], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.6843, 0.1600, -3.1301], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.5593, 0.1600, -2.9136], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-3.4343, 0.1600, -2.6971], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-3.4343, 0.1600, -2.6971], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.2178, 0.1600, -2.5721], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.0013, 0.1600, -2.4471], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-3.0013, 0.1600, -2.4471], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-2.8763, 0.1600, -2.2306], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-2.7513, 0.1600, -2.0141], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
stop, Pos: [-2.7513, 0.1600, -2.0141], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
