START | Pos: [-15.0493, 0.19683, -8.40716] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-15.0493, 0.1968, -8.1572], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.9243, 0.1968, -8.3737], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.9243, 0.1968, -8.3737], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-14.9243, 0.1968, -8.6237], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9243, 0.1968, -8.6237], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.7993, 0.1968, -8.8402], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-14.7993, 0.1968, -8.8402], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-14.7993, 0.1968, -9.0902], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.7993, 0.1968, -9.0902], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.6743, 0.1968, -9.3067], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.5493, 0.1968, -9.5232], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.4243, 0.1968, -9.7397], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.2993, 0.1968, -9.9562], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.1743, 0.1968, -10.1727], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-14.3908, 0.1968, -10.0477], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.3908, 0.1968, -10.0477], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.3908, 0.1968, -10.0477], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.3908, 0.1968, -10.0477], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.5158, 0.1968, -10.2642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.7323, 0.1968, -10.3892], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.6073, 0.1968, -10.1727], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.6073, 0.1968, -10.4227], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.7323, 0.1968, -10.6392], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
