START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.3090, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.5324, 0.1271, -0.8094], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.7824, 0.1271, -0.8094], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.0324, 0.1271, -0.8094], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.2824, 0.1271, -0.8094], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.5324, 0.1271, -0.8095], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.5324, 0.1271, -0.8095], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7489, 0.1271, -0.9345], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.9654, 0.1271, -1.0595], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.9654, 0.1271, -1.0595], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.2154, 0.1271, -1.0595], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [3.2154, 0.1271, -1.0595], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
