START | Pos: [-10.715, 0.2362, -7.466] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-10.7150, 0.2095, -7.7160], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-7.1665, 0.1784, -8.0060], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.9165, 0.1776, -8.0060], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.6665, 0.1740, -8.0061], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.4164, 0.1728, -8.0038], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.1664, 0.1723, -8.0038], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9164, 0.1717, -8.0038], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.6664, 0.1712, -8.0038], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.4164, 0.1707, -8.0038], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.1664, 0.1701, -8.0038], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.9164, 0.1696, -8.0039], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.9164, 0.1696, -8.0039], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.6999, 0.1512, -7.8789], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.6999, 0.1512, -7.8789], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.4499, 0.1507, -7.8789], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.1999, 0.1502, -7.8789], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.1999, 0.1502, -7.8789], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.9834, 0.1318, -7.7539], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.7669, 0.1134, -7.6289], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.5504, 0.0951, -7.5039], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.3339, 0.0718, -7.3789], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.1174, 0.0496, -7.2539], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9009, 0.0361, -7.1290], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.6843, 0.0254, -7.0040], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.4678, 0.0128, -6.8790], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.2513, 0.0925, -6.7540], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.0348, 0.1053, -6.6290], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.8183, 0.1343, -6.5040], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6018, 0.1641, -6.3790], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3853, 0.2999, -6.2540], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1688, 0.3698, -6.1290], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.9522, 0.4370, -6.0041], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.7357, 0.4980, -5.8791], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.5192, 0.5182, -5.7541], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.3027, 0.5385, -5.6291], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-0.3027, 0.5385, -5.6291], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.1777, 0.5642, -5.4126], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.0527, 0.5218, -5.1961], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.0723, 0.4793, -4.9796], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.1973, 0.4368, -4.7631], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.3224, 0.3944, -4.5466], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.4474, 0.3728, -4.3301], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.5724, 0.3728, -4.1136], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.6974, 0.3728, -3.8971], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.8224, 0.3728, -3.6806], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [0.9474, 0.3728, -3.4641], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [1.0724, 0.3728, -3.2476], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [1.1974, 0.3728, -3.0311], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [1.1974, 0.3728, -3.0311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1974, 0.3728, -2.7811], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -2.5311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -2.2811], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -2.0311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -1.7811], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -1.5311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -1.2811], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -1.0311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -0.7811], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1975, 0.3728, -0.5311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1976, 0.3728, -0.2811], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.1976, 0.3728, -0.0311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [1.1976, 0.3728, -0.0311], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
