START | Pos: [-3.11759, 0.19118, -1.75868] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-3.1176, 0.1912, -1.7587], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.3645, 0.1912, -3.5087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.6145, 0.1912, -3.5087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.8645, 0.1912, -3.5087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.1145, 0.1912, -3.5087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.3645, 0.1912, -3.5087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.6145, 0.1912, -3.5087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [5.6145, 0.1912, -3.5087], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.8310, 0.1912, -3.6337], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.0475, 0.1912, -3.7587], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.2640, 0.1912, -3.8837], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [6.2640, 0.1912, -3.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.5140, 0.1912, -3.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [6.5140, 0.1912, -3.8837], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [6.7305, 0.1912, -4.0087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [6.9470, 0.1912, -4.1337], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.1635, 0.1912, -4.2587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.3800, 0.1912, -4.3837], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.5965, 0.1912, -4.5087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.8130, 0.1912, -4.6337], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.0295, 0.1912, -4.7587], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.2460, 0.1912, -4.8837], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [8.4625, 0.1912, -5.0087], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.2125, 0.1912, -5.0087], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [8.2125, 0.1912, -5.0087], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [8.2125, 0.1912, -5.0087], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [8.2125, 0.1912, -5.0087], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [8.2125, 0.1912, -5.0087], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [8.2125, 0.1912, -5.0087], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.4290, 0.1912, -5.1337], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.6456, 0.1912, -5.2587], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.8621, 0.1912, -5.3837], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [8.8621, 0.1912, -5.3837], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.9871, 0.1912, -5.6002], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [8.9871, 0.1912, -5.6002], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [9.2036, 0.1912, -5.7252], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [9.2036, 0.1912, -5.7252], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.4536, 0.1912, -5.7252], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [9.7036, 0.1912, -5.7252], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.5786, 0.1912, -5.5087], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.4536, 0.1912, -5.2922], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [9.3286, 0.1912, -5.0757], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.5451, 0.1912, -4.9507], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [9.5451, 0.1912, -4.9507], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [9.5451, 0.1912, -4.9507], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [9.5451, 0.1912, -4.9507], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [9.6701, 0.1912, -5.1672], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [9.6701, 0.1912, -5.1672], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [9.6701, 0.1912, -5.1672], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [9.6701, 0.1912, -5.1672], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [9.6701, 0.1912, -5.1672], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [9.6701, 0.1912, -5.1672], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [9.4536, 0.1912, -5.0422], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [9.2371, 0.1912, -4.9172], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [9.0205, 0.1912, -4.7922], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [8.8040, 0.1912, -4.6672], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [8.5875, 0.1912, -4.5422], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [8.3710, 0.1912, -4.4172], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.1545, 0.1912, -4.2922], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.2795, 0.1912, -4.0757], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [8.2795, 0.1912, -4.0757], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [8.4960, 0.1912, -3.9507], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [8.2795, 0.1912, -3.8257], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [8.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [5.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [4.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [3.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [2.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [1.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.7795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.5295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.2795, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.0295, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.2205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.7205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.9705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.2205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.2205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.4705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.7205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.9705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2205, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.4705, 0.1912, -3.8257], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
