START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [16.2371, 0.1016, -4.6438], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [29.0541, 0.1016, -5.8944], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.3041, 0.1016, -5.8944], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.5541, 0.1016, -5.8944], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [29.8041, 0.1016, -5.8944], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [30.0541, 0.1016, -5.8945], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [30.0541, 0.1016, -5.8945], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [30.2706, 0.1016, -5.7695], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [30.2706, 0.1016, -5.7695], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [30.3956, 0.1016, -5.5530], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [30.3956, 0.1016, -5.5530], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [30.6121, 0.1016, -5.4280], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [30.8286, 0.1016, -5.3030], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [30.8286, 0.1016, -5.3030], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [30.9536, 0.1016, -5.0865], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.0786, 0.1016, -4.8700], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.2036, 0.1016, -4.6535], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.3287, 0.1016, -4.4370], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.4537, 0.1016, -4.2205], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.5787, 0.1016, -4.0040], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.7037, 0.1016, -3.7875], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.8287, 0.1016, -3.5710], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [31.9537, 0.1016, -3.3545], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.0787, 0.1016, -3.1380], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.2037, 0.1016, -2.9215], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.3287, 0.1016, -2.7050], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.4538, 0.1016, -2.4885], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.5788, 0.1016, -2.2720], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.7038, 0.1016, -2.0555], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.8288, 0.1016, -1.8390], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [32.9538, 0.1016, -1.6225], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.0788, 0.1016, -1.4060], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.2038, 0.1016, -1.1895], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.3288, 0.1016, -0.9730], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.4538, 0.1016, -0.7565], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.5789, 0.1016, -0.5400], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.7039, 0.1016, -0.3235], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.8289, 0.1016, -0.1070], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [33.9539, 0.1016, 0.1095], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.0789, 0.1016, 0.3260], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.2039, 0.1016, 0.5425], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.3289, 0.1016, 0.7590], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.4539, 0.1016, 0.9755], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.5790, 0.1016, 1.1920], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.7040, 0.1016, 1.4085], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.8290, 0.1016, 1.6250], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [34.9540, 0.1016, 1.8415], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.0790, 0.1016, 2.0580], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.2040, 0.1016, 2.2745], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.3290, 0.1016, 2.4910], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.4540, 0.1016, 2.7075], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.5790, 0.1016, 2.9240], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.7041, 0.1016, 3.1405], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.8291, 0.1016, 3.3570], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [35.9541, 0.1016, 3.5735], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.0791, 0.1016, 3.7900], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.2041, 0.1016, 4.0065], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.3291, 0.1016, 4.2230], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.4541, 0.1016, 4.4395], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.5791, 0.1016, 4.6560], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.7041, 0.1016, 4.8725], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.8292, 0.1016, 5.0890], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [36.9542, 0.1016, 5.3055], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.0792, 0.1016, 5.5220], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.2042, 0.1016, 5.7385], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.3292, 0.1016, 5.9550], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.4542, 0.1016, 6.1715], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.5792, 0.1016, 6.3880], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.7042, 0.1016, 6.6045], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.8293, 0.1016, 6.8210], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [37.9543, 0.1016, 7.0375], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.0793, 0.1016, 7.2540], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.2043, 0.1016, 7.4705], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.3293, 0.1016, 7.6870], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.4543, 0.1016, 7.9035], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.5793, 0.1016, 8.1200], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.7043, 0.1016, 8.3365], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [38.8293, 0.1016, 8.5530], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [38.8293, 0.1016, 8.5530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 8.8030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 9.0530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 9.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 9.5530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 9.8030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 10.0530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 10.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 10.5530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8294, 0.1016, 10.8030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 11.0530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 11.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 11.5530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 11.8030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 12.0530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 12.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 12.5530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 12.8030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8295, 0.1016, 13.0530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8296, 0.1016, 13.3030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8296, 0.1016, 13.5530], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [38.8296, 0.1016, 13.8030], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [38.8296, 0.1016, 13.8030], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [38.8296, 0.1016, 13.8030], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [38.8296, 0.1016, 13.8030], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [38.5796, 0.1016, 13.8030], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [38.5796, 0.1016, 13.8030], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [38.5796, 0.1016, 13.8030], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [38.5796, 0.1016, 13.8030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5796, 0.1016, 13.5530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5796, 0.1016, 13.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 13.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 12.8030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 12.5530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 12.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 12.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 11.8030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 11.5530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 11.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5795, 0.1016, 11.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 10.8030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 10.5530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 10.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 10.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 9.8030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 9.5530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 9.3030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 9.0530], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [38.5794, 0.1016, 8.8030], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [38.5794, 0.1016, 8.8030], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [38.4543, 0.1016, 8.5865], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [38.3293, 0.1016, 8.3700], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [38.2043, 0.1016, 8.1535], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [38.0793, 0.1016, 7.9370], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.9543, 0.1016, 7.7205], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.8293, 0.1016, 7.5040], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.7043, 0.1016, 7.2875], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.5793, 0.1016, 7.0710], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.4543, 0.1016, 6.8545], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.3292, 0.1016, 6.6380], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.2042, 0.1016, 6.4215], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [37.0792, 0.1016, 6.2050], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [36.9542, 0.1016, 5.9885], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [36.8292, 0.1016, 5.7720], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [36.8292, 0.1016, 5.7720], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8292, 0.1016, 5.5220], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8292, 0.1016, 5.2720], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8292, 0.1016, 5.0220], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8291, 0.1016, 4.7720], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8291, 0.1016, 4.5220], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8291, 0.1016, 4.2720], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8291, 0.1016, 4.0220], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8291, 0.1016, 3.7720], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [36.8291, 0.1016, 3.5220], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [36.8291, 0.1016, 3.5220], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [36.8291, 0.1016, 3.5220], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [36.8291, 0.1016, 3.5220], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [36.8291, 0.1016, 3.5220], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [36.8291, 0.1016, 3.5220], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.9541, 0.1016, 3.7385], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.0791, 0.1016, 3.9550], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.2041, 0.1016, 4.1715], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [37.2041, 0.1016, 4.1715], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.2041, 0.1016, 4.4215], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.2041, 0.1016, 4.6715], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [37.2041, 0.1016, 4.6715], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.3292, 0.1016, 4.8880], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.4542, 0.1016, 5.1045], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.5792, 0.1016, 5.3210], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [37.5792, 0.1016, 5.3210], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5792, 0.1016, 5.5710], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5792, 0.1016, 5.8210], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5792, 0.1016, 6.0710], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5792, 0.1016, 6.3210], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5792, 0.1016, 6.5710], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5793, 0.1016, 6.8210], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5793, 0.1016, 7.0710], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.5793, 0.1016, 7.3210], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [37.5793, 0.1016, 7.3210], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.7043, 0.1016, 7.5375], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.8293, 0.1016, 7.7540], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [37.8293, 0.1016, 7.7540], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.8293, 0.1016, 8.0040], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.8293, 0.1016, 8.2540], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.8293, 0.1016, 8.5040], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [37.8293, 0.1016, 8.7540], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
