START | Pos: [-0.23005, 0.07, 7.71749] | Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-0.2300, 0.0700, 7.7175], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.8550, 0.0700, 4.9029], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-1.8550, 0.0700, 4.9029], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.8550, 0.0700, 4.9029], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.6385, 0.0700, 5.0279], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.8885, 0.0700, 5.0279], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.8885, 0.0700, 5.0279], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.1050, 0.0700, 5.1529], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.3216, 0.0700, 5.2779], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.5381, 0.0700, 5.4029], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.5381, 0.0700, 5.4029], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.6631, 0.0700, 5.6194], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.7881, 0.0700, 5.8359], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.9131, 0.0700, 6.0524], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.9131, 0.0700, 6.0524], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-2.9131, 0.0700, 6.0524], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.9131, 0.0700, 6.0524], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6966, 0.0700, 6.1774], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.6966, 0.0700, 6.1774], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.6966, 0.0700, 6.1774], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.6966, 0.0700, 6.1774], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.5716, 0.0700, 5.9609], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.4466, 0.0700, 5.7444], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.3216, 0.0700, 5.5279], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.1966, 0.0700, 5.3114], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.0716, 0.0700, 5.0949], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2881, 0.0700, 5.2199], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.5046, 0.0700, 5.3449], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.7211, 0.0700, 5.4699], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.9376, 0.0700, 5.5949], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.1541, 0.0700, 5.7199], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.3706, 0.0700, 5.8449], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.5871, 0.0700, 5.9699], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-3.8036, 0.0700, 6.0949], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.0201, 0.0700, 6.2199], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.2366, 0.0700, 6.3449], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.4531, 0.0700, 6.4699], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6696, 0.0700, 6.5949], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8861, 0.0700, 6.7199], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-5.1026, 0.0700, 6.8449], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-5.3192, 0.0700, 6.9699], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.1942, 0.0700, 6.7534], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.1942, 0.0700, 6.7534], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.9776, 0.0700, 6.6284], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.7611, 0.0700, 6.5034], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.5446, 0.0700, 6.3784], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.3281, 0.0700, 6.2534], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-4.1116, 0.0700, 6.1284], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.8951, 0.0700, 6.0034], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.6786, 0.0700, 5.8784], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.4621, 0.0700, 5.7534], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.2456, 0.0700, 5.6284], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-3.0291, 0.0700, 5.5034], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.8126, 0.0700, 5.3784], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.5961, 0.0700, 5.2534], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.3796, 0.0700, 5.1284], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-2.1631, 0.0700, 5.0034], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.9466, 0.0700, 4.8784], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6966, 0.0700, 4.8784], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.6966, 0.0700, 4.8784], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.6966, 0.0700, 4.8784], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.6966, 0.0700, 4.8784], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6966, 0.0700, 4.6284], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6966, 0.0700, 4.3784], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6966, 0.0700, 4.1284], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6966, 0.0700, 3.8784], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-1.6966, 0.0700, 3.6284], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.6966, 0.0700, 3.6284], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.6966, 0.0700, 3.6284], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.6966, 0.0700, 3.6284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9466, 0.0700, 3.6284], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.9466, 0.0700, 3.6284], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.9466, 0.0700, 3.6284], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.0716, 0.0700, 3.8449], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-2.1966, 0.0700, 4.0614], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.1966, 0.0700, 4.0614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.1966, 0.0700, 4.0614], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.4466, 0.0700, 4.0614], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.6966, 0.0700, 4.0614], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.6966, 0.0700, 4.0614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.9131, 0.0700, 4.1864], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.1296, 0.0700, 4.3114], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.3461, 0.0700, 4.4364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.5626, 0.0700, 4.5614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.7791, 0.0700, 4.6864], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.9956, 0.0700, 4.8114], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.2121, 0.0700, 4.9364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.4286, 0.0700, 5.0614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.6451, 0.0700, 5.1864], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-4.8616, 0.0700, 5.3114], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.0781, 0.0700, 5.4364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.2946, 0.0700, 5.5614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.5111, 0.0700, 5.6864], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.7276, 0.0700, 5.8114], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-5.9441, 0.0700, 5.9364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-6.1607, 0.0700, 6.0614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-6.3772, 0.0700, 6.1864], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-6.5937, 0.0700, 6.3114], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-6.8102, 0.0700, 6.4364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.0267, 0.0700, 6.5614], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.2432, 0.0700, 6.6864], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.4597, 0.0700, 6.8114], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.6762, 0.0700, 6.9364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
stop, Pos: [-7.6762, 0.0700, 6.9364], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
