START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7040, 0.3350, -17.6204], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-7.7036, 0.1649, -9.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -9.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -9.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -9.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -10.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -10.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7036, 0.1649, -10.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -10.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -11.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -11.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -11.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -11.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -12.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -12.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7037, 0.1649, -12.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -12.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -13.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -13.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -13.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -13.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -14.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -14.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7038, 0.1649, -14.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -14.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -15.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -15.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -15.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -15.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -16.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -16.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7039, 0.1649, -16.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.2080, -16.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.2738, -17.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.3044, -17.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.3350, -17.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.3649, -17.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.4653, -18.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.5649, -18.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.6874, -18.6204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7040, 0.7462, -18.8704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7041, 0.8548, -19.1204], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-7.7041, 0.9635, -19.3704], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-7.7041, 0.9635, -19.3704], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-7.7041, 0.9635, -19.3704], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-7.7041, 0.9635, -19.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4541, 0.9486, -19.3704], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.4541, 0.9486, -19.3704], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.4541, 0.9486, -19.3704], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.3291, 0.8772, -19.1539], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.2041, 0.8167, -18.9374], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-7.0790, 0.7040, -18.7209], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.9540, 0.5914, -18.5044], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.9314, 0.4878, -18.3007], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.9562, 0.3889, -18.1029], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.9562, 0.3889, -18.1029], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.7397, 0.2882, -17.9548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.5231, 0.1649, -17.8298], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.3066, 0.1649, -17.7048], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.0901, 0.1649, -17.5798], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.8736, 0.1649, -17.4548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.6571, 0.1649, -17.3298], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.4406, 0.1649, -17.2048], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.2241, 0.1649, -17.0799], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.0076, 0.1649, -16.9549], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.7910, 0.1649, -16.8299], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.5745, 0.1649, -16.7049], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.3580, 0.1649, -16.5799], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.1415, 0.1649, -16.4549], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.9250, 0.1649, -16.3299], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.7085, 0.1649, -16.2049], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.4920, 0.1649, -16.0799], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.2755, 0.1649, -15.9550], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.0589, 0.1649, -15.8300], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.8424, 0.1649, -15.7050], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6259, 0.1649, -15.5800], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4094, 0.1649, -15.4550], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.1929, 0.1649, -15.3300], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.9764, 0.1649, -15.2050], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7599, 0.1649, -15.0800], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5434, 0.1649, -14.9550], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3268, 0.1649, -14.8300], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.1103, 0.1649, -14.7051], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.8938, 0.1649, -14.5801], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.6773, 0.1649, -14.4551], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.4608, 0.1649, -14.3301], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.2443, 0.1649, -14.2051], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.0278, 0.1649, -14.0801], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.1887, 0.1649, -13.9551], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.4053, 0.1649, -13.8301], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.6218, 0.1649, -13.7051], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.8383, 0.1649, -13.5802], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.0548, 0.1649, -13.4552], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.2713, 0.1649, -13.3302], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.4878, 0.1649, -13.2052], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.7043, 0.1649, -13.0802], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.9208, 0.1649, -12.9552], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.1374, 0.1649, -12.8302], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.3539, 0.1649, -12.7052], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.5704, 0.1649, -12.5802], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [2.7869, 0.1577, -12.4552], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.0034, 0.1360, -12.3303], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.2199, 0.1143, -12.2053], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.4364, 0.0926, -12.0803], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.6530, 0.0709, -11.9553], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.8695, 0.0492, -11.8303], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [4.0860, 0.0275, -11.7053], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
stop, Pos: [4.0860, 0.0275, -11.7053], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
