START | Pos: [-13.707, 0.08012, 8.04988] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.9108, 0.0801, 6.8360], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-12.0359, 0.0801, 6.6195], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-12.1609, 0.0801, 6.4030], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-12.1609, 0.0801, 6.4030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1609, 0.0801, 6.1530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1609, 0.0801, 5.9030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1609, 0.0801, 5.6530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1609, 0.0801, 5.4030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1609, 0.0801, 5.1530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1609, 0.0801, 4.9030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1610, 0.0801, 4.6530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1610, 0.0801, 4.4030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1610, 0.0801, 4.1530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1610, 0.0801, 3.9030], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-12.1610, 0.0801, 3.6530], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-12.1610, 0.0801, 3.6530], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.0360, 0.0801, 3.4365], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-11.9110, 0.0801, 3.2200], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-11.7860, 0.0801, 3.0034], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-11.7860, 0.0801, 3.0034], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.5695, 0.0801, 2.8784], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.3530, 0.0801, 2.7534], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.1365, 0.0801, 2.6284], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-10.9200, 0.0801, 2.5034], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-10.7035, 0.0801, 2.3784], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-10.4870, 0.0801, 2.2534], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-10.2705, 0.0801, 2.1284], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-10.0540, 0.0801, 2.0034], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.8375, 0.0801, 1.8783], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.6210, 0.0801, 1.7533], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.4045, 0.0801, 1.6283], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.4045, 0.0801, 1.6283], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-9.4045, 0.0801, 1.6283], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-9.4045, 0.0801, 1.6283], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.2795, 0.0801, 1.8448], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-9.2795, 0.0801, 1.8448], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2795, 0.0801, 2.0948], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2795, 0.0801, 2.3448], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.2795, 0.0801, 2.5948], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-9.2795, 0.0801, 2.5948], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.1545, 0.0801, 2.8113], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-9.0295, 0.0801, 3.0278], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-9.0295, 0.0801, 3.0278], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.0294, 0.0801, 3.2778], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-9.0153, 0.0801, 3.5448], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-9.0153, 0.0801, 3.5448], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.8903, 0.0801, 3.7613], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.7653, 0.0801, 3.9778], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.6403, 0.0801, 4.1943], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.5152, 0.0801, 4.4108], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.3902, 0.0801, 4.6273], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-8.3902, 0.0801, 4.6273], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.1737, 0.0801, 4.7523], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.9572, 0.0801, 4.8773], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.7407, 0.0801, 5.0023], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.5242, 0.0801, 5.1273], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.3077, 0.0801, 5.2523], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.0912, 0.0801, 5.3772], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.8746, 0.0801, 5.5022], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.6581, 0.0801, 5.6272], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.4416, 0.0801, 5.7522], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2251, 0.0801, 5.8772], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.0086, 0.0801, 6.0022], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.0086, 0.0801, 6.0022], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.8836, 0.0801, 6.2187], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-5.7586, 0.0801, 6.4352], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-5.7586, 0.0801, 6.4352], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.5421, 0.0801, 6.5602], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.3255, 0.0801, 6.6852], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-5.1090, 0.0801, 6.8102], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.8925, 0.0801, 6.9351], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.6760, 0.0801, 7.0703], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.4595, 0.0801, 7.1953], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.2430, 0.0801, 7.3203], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.0265, 0.0801, 7.4453], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.8100, 0.0801, 7.5703], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.5934, 0.0801, 7.6953], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.3769, 0.0801, 7.8203], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-3.1604, 0.0801, 7.9453], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.9439, 0.0801, 8.0702], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.7274, 0.0801, 8.1952], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.5109, 0.0801, 8.3202], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2944, 0.0801, 8.4452], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0779, 0.0801, 8.5702], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.8613, 0.0801, 8.6952], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.6448, 0.0801, 8.8202], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.4283, 0.0801, 8.9452], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.4283, 0.0801, 8.9452], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1783, 0.0801, 8.9452], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.9283, 0.0801, 8.9451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6783, 0.0801, 8.9451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.4283, 0.0801, 8.9451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1783, 0.0801, 8.9451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.0717, 0.0801, 8.9451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [0.0717, 0.0801, 8.9451], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [0.2882, 0.0801, 9.0701], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [0.2882, 0.0801, 9.0701], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.5382, 0.0801, 9.0701], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.7882, 0.0801, 9.0701], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.0382, 0.0801, 9.0700], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.2882, 0.0801, 9.0700], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.5382, 0.0801, 9.0700], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.7882, 0.0801, 9.0700], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.7882, 0.0801, 9.0700], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [1.7882, 0.0801, 9.0700], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [1.9132, 0.0801, 8.8535], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [2.0382, 0.0801, 8.6370], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [2.0382, 0.0801, 8.6370], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.2547, 0.0801, 8.5120], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.4712, 0.0801, 8.3870], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.6877, 0.0801, 8.2620], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.9042, 0.0801, 8.1369], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.1207, 0.0801, 8.0119], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.3372, 0.0801, 7.8869], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.5537, 0.0801, 7.7619], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.7702, 0.0801, 7.6369], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.9867, 0.0801, 7.5119], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.2032, 0.0801, 7.3869], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.4197, 0.0801, 7.2619], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.6362, 0.0801, 7.1369], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [4.8527, 0.0801, 7.0118], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [4.8527, 0.0801, 7.0118], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [4.9777, 0.0801, 6.7953], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.1027, 0.0801, 6.5788], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [5.2276, 0.0801, 6.3623], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [5.2276, 0.0801, 6.3623], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.4441, 0.0801, 6.2373], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.6606, 0.0801, 6.1123], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.8771, 0.0801, 5.9873], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.0936, 0.0801, 5.8623], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.3101, 0.0801, 5.7372], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [6.3101, 0.0801, 5.7372], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.4351, 0.0801, 5.5207], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.5601, 0.0801, 5.3042], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [6.5601, 0.0801, 5.3042], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.7766, 0.0801, 5.1792], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.9931, 0.0801, 5.0542], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [7.2096, 0.0801, 4.9292], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [7.4261, 0.0801, 4.8042], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.4261, 0.0801, 4.8042], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.5511, 0.0801, 4.5877], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.6761, 0.0801, 4.3712], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.8011, 0.0801, 4.1546], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.9261, 0.0801, 3.9381], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.0511, 0.0801, 3.7216], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.1761, 0.0801, 3.5051], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.3010, 0.0801, 3.2886], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.4260, 0.0801, 3.0721], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.5510, 0.0801, 2.8556], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.6760, 0.0801, 2.6391], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.8010, 0.0801, 2.4225], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [8.9260, 0.0801, 2.2060], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [9.0510, 0.0801, 1.9895], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [9.1760, 0.0801, 1.7730], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [9.3010, 0.0801, 1.5565], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [9.3010, 0.0801, 1.5565], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [9.3010, 0.0801, 1.5565], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.1760, 0.0801, 1.3400], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.0509, 0.0801, 1.1235], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [9.0509, 0.0801, 1.1235], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [9.0509, 0.0801, 1.1235], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [9.0509, 0.0801, 1.1235], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [9.0308, 0.0801, 1.2703], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [9.0308, 0.0801, 1.2703], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [8.9058, 0.0801, 1.4868], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [8.9058, 0.0801, 1.4868], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [8.9058, 0.0801, 1.7368], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [8.9058, 0.0801, 1.7368], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [8.9058, 0.0801, 1.7368], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.1223, 0.0801, 1.8618], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.3388, 0.0801, 1.9868], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.5553, 0.0801, 2.1118], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.7718, 0.0801, 2.2368], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.9883, 0.0801, 2.3618], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.2049, 0.0801, 2.4868], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.4214, 0.0801, 2.6118], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.6379, 0.0801, 2.7367], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.8544, 0.0801, 2.8617], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.0709, 0.0801, 2.9867], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.2874, 0.0801, 3.1117], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.5039, 0.0801, 3.2367], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.7204, 0.0801, 3.3617], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [11.7204, 0.0801, 3.3617], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [11.7204, 0.0801, 3.3617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 3.6117], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 3.8617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 4.1117], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 4.3617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 4.6117], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 4.8617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 5.1117], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7205, 0.0801, 5.3617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7206, 0.0801, 5.6117], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7206, 0.0801, 5.8617], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [11.7206, 0.0801, 6.1117], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [11.7206, 0.0801, 6.1117], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [11.7206, 0.0801, 6.1117], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [11.7206, 0.0801, 6.1117], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.9706, 0.0801, 6.1117], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [11.9706, 0.0801, 6.1117], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [11.9706, 0.0801, 6.1117], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [11.9706, 0.0801, 6.1117], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [11.9706, 0.0801, 6.1117], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.8456, 0.0801, 5.8952], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.7206, 0.0801, 5.6787], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [11.7206, 0.0801, 5.6787], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7206, 0.0801, 5.4287], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 5.1787], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 4.9287], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 4.6787], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 4.4287], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 4.1787], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 3.9287], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 3.6787], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [11.7205, 0.0801, 3.4287], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [11.7205, 0.0801, 3.4287], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [11.7205, 0.0801, 3.4287], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [11.7205, 0.0801, 3.4287], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.4705, 0.0801, 3.4287], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.2205, 0.0801, 3.4287], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.9705, 0.0801, 3.4287], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.7205, 0.0801, 3.4287], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.4794, 0.0801, 3.4064], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [10.4794, 0.0801, 3.4064], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [10.4794, 0.0801, 3.4064], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.3544, 0.0801, 3.1899], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.2293, 0.0801, 2.9734], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.1043, 0.0801, 2.7569], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.9793, 0.0801, 2.5404], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.8543, 0.0801, 2.3239], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
