START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [5.1815, -2.8791, -0.1645], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [9.3870, -2.8791, 5.3813], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.1370, -2.8791, 5.3813], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.1002, -2.8791, 5.4240], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0906, -2.8791, 5.4720], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0810, -2.8791, 5.5201], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0713, -2.8791, 5.5682], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0617, -2.8791, 5.6163], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0521, -2.8791, 5.6644], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.0425, -2.8791, 5.7125], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.7925, -2.8791, 5.7447], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.5425, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.2925, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.0425, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7925, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.5425, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.2925, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.0425, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.7925, -2.8791, 5.7448], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.5425, -2.8323, 5.7449], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.2925, -2.8791, 5.7449], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.1360, -2.8791, 5.7449], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [6.1360, -2.8791, 5.7449], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [6.1360, -2.8791, 5.7449], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [6.1360, -2.8791, 5.7449], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [6.1360, -2.8791, 5.7449], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [6.1360, -2.8791, 5.7449], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.2610, -2.8791, 5.5284], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.3860, -2.8791, 5.3119], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.5110, -2.8791, 5.0954], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.6360, -2.8791, 4.8788], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.7610, -2.8791, 4.6623], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [6.8860, -2.8791, 4.4458], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [7.0110, -2.8773, 4.2293], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [7.1360, -2.8624, 4.0128], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.1360, -2.8624, 4.0128], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.3525, -2.7887, 3.8878], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.5690, -2.8100, 3.7628], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [7.7855, -2.8791, 3.6378], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.7855, -2.8791, 3.6378], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [8.0330, -2.8791, 3.6345], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [8.0330, -2.8791, 3.6345], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.2495, -2.8791, 3.5095], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.4660, -2.8791, 3.3845], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.6825, -2.8791, 3.2595], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [8.8990, -2.8791, 3.1345], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [9.1155, -2.8791, 3.0094], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [9.3320, -2.8791, 2.8844], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [9.5485, -2.8791, 2.7594], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [9.7650, -2.8791, 2.6344], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [9.9815, -2.8791, 2.5094], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [10.1980, -2.8791, 2.3844], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [10.4145, -2.8791, 2.2594], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [10.6310, -2.8791, 2.1344], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [10.8475, -2.8791, 2.0094], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [10.8475, -2.8791, 2.0094], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [10.8475, -2.8791, 2.0094], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [10.8475, -2.8791, 2.0094], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.7225, -2.8791, 1.7929], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.5975, -2.8791, 1.5764], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.4725, -2.8791, 1.3599], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.3475, -2.8791, 1.1434], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.2225, -2.8791, 0.9269], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [10.0975, -2.8791, 0.7104], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.9725, -2.8791, 0.4939], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.8474, -2.8791, 0.2774], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.7224, -2.8791, 0.0609], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [9.7224, -2.8791, 0.0609], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.5059, -2.8791, -0.0641], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.2894, -2.8791, -0.1891], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.0729, -2.8791, -0.3141], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.8564, -2.8791, -0.4391], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.6399, -2.8791, -0.5641], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.4234, -2.8791, -0.6891], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.2068, -2.8791, -0.8141], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.9903, -2.8791, -0.9391], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.7738, -2.8791, -1.0640], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.5573, -2.8791, -1.1890], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.3408, -2.8791, -1.3140], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.1243, -2.8791, -1.4390], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.9078, -2.8791, -1.5640], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.6913, -2.8791, -1.6890], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.4747, -2.8791, -1.8140], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.2582, -2.8791, -1.9390], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.0417, -2.8791, -2.0640], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.8252, -2.8791, -2.1889], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.6087, -2.8791, -2.3139], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.3922, -2.8791, -2.4389], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.1757, -2.8791, -2.5639], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.9592, -2.8791, -2.6889], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.7426, -2.8791, -2.8139], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.5261, -2.8917, -2.9389], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
